assestment;text;author;source;text_clean;sentiment_all;sentiment_avg;uniq_words;uniq_lemm;err;net;ADJ;ADV;NOUN
Manipulacja;Krajowa Szkoła Sądownictwa i Prokuratury od 2009 do 2016 r. wykształciła tylko 19 sędziów. ;Łukasz Schreiber;['wypowiedź'];Krajowa Szkoła Sądownictwa i Prokuratury od 2009 do 2016 r. wykształciła tylko 19 sędziów. ;-0.045482274144887924;-0.045482274144887924;14.0;14.0;1.0;3.0;0.21428571428571427;0.0;0.21428571428571427
Manipulacja;Ale wszyscy dzisiaj podziwiamy Lotnicze Pogotowie Ratunkowe, podziwiamy tych ludzi, którzy tam pracują. Tę flotę zakupiłam ja.;Ewa Kopacz;['wypowiedź'];Ale wszyscy dzisiaj podziwiamy Lotnicze Pogotowie Ratunkowe, podziwiamy tych ludzi, którzy tam pracują. Tę flotę zakupiłam ja.;-0.0686851441860199;-0.021279320120811462;16.0;16.0;1.0;1.0;0.125;0.125;0.1875
Prawda;Kiedy obejmowaliśmy rządy, w 2007 roku, NFZ miał około 40 miliardów złotych, kiedy oddawaliśmy władzę NFZ miał około 70 miliardów.;Sławomir Neumann;['wypowiedź'];Kiedy obejmowaliśmy rządy, w 2007 roku, NFZ miał około 40 miliardów złotych, kiedy oddawaliśmy władzę NFZ miał około 70 miliardów.;-0.2744181156158447;-0.2744181156158447;16.0;15.0;6.0;3.0;0.0625;0.125;0.125
Prawda;Pani premier przez te dwa lata udało się nie tylko zachować wysokie notowania, ale jeśli się nie mylę, ostatnie oceny są najwyższe.;Andrzej Zybertowicz;['wypowiedź'];Pani premier przez te dwa lata udało się nie tylko zachować wysokie notowania, ale jeśli się nie mylę, ostatnie oceny są najwyższe.;-0.04928712174296379;-0.04928712174296379;20.0;20.0;1.0;0.0;0.25;0.1;0.3
Prawda;Minister Radziwiłł obiecywał skrócenie kolejek do lekarzy, a te kolejki w ciągu ostatnich dwóch lat się wydłużają.;Małgorzata Kidawa-Błońska;['wypowiedź'];Minister Radziwiłł obiecywał skrócenie kolejek do lekarzy, a te kolejki w ciągu ostatnich dwóch lat się wydłużają.;-0.12723039090633392;-0.12723039090633392;17.0;16.0;1.0;1.0;0.11764705882352941;0.058823529411764705;0.35294117647058826
Fałsz;Ja przywołałbym na to, nie pamiętam czy CBOS-owski sondaż, z którego wynika, że 85% osób w Polsce nie chce ograniczeń handlu w niedzielę.;Paweł Rabiej;['wypowiedź'];Ja przywołałbym na to, nie pamiętam czy CBOS-owski sondaż, z którego wynika, że 85% osób w Polsce nie chce ograniczeń handlu w niedzielę.;-0.1980389505624771;-0.1980389505624771;23.0;23.0;3.0;4.0;0.21739130434782608;0.0;0.13043478260869565
Fałsz;W tej chwili do ZUSu skarb państwa dopłaca, w zależności od poziomu bezrobocia, w zależności od zasobów finansowych, 70 mld w skali roku i to się zmniejsza, bo bezrobocie spada.;Włodzimierz Czarzasty;['wypowiedź'];W tej chwili do ZUSu skarb państwa dopłaca, w zależności od poziomu bezrobocia, w zależności od zasobów finansowych, 70 mld w skali roku i to się zmniejsza, bo bezrobocie spada.;-0.00899549014866352;-0.00899549014866352;26.0;24.0;4.0;1.0;0.038461538461538464;0.038461538461538464;0.38461538461538464
Fałsz;Zgodnie z konstytucją hiszpańską każda z prowincji ma prawo ubiegać się o autonomię, a nawet secesję, ale jeśli zgodnie z konstytucją takie referendum odbędzie się w całym kraju.;Witold Waszczykowski;wPolityce, 03.10.2017;Zgodnie z konstytucją hiszpańską każda z prowincji ma prawo ubiegać się o autonomię, a nawet secesję, ale jeśli zgodnie z konstytucją takie referendum odbędzie się w całym kraju.;-0.00899549014866352;-0.00899549014866352;24.0;23.0;1.0;1.0;0.041666666666666664;0.16666666666666666;0.2916666666666667
Prawda;Wszystkie zawody medyczne poparły rezydentów, podpisując się pod ich własnym porozumieniem w PZM-ie.;Dorota Gardias;['wypowiedź'];Wszystkie zawody medyczne poparły rezydentów, podpisując się pod ich własnym porozumieniem w PZM-ie.;-0.2934589385986328;-0.2934589385986328;15.0;15.0;2.0;1.0;0.13333333333333333;0.06666666666666667;0.26666666666666666
Prawda;Od 1 lipca obowiązuje ustawa, która przewiduje podwyżki dla ludzi, którzy pracują w służbie zdrowia, rozłożone na 5 lat. W 2021 roku docelowo rezydenci będą zarabiali minimalnie 5200 złotych.;Rafał Bochenek;['wypowiedź'];Od 1 lipca obowiązuje ustawa, która przewiduje podwyżki dla ludzi, którzy pracują w służbie zdrowia, rozłożone na 5 lat. W 2021 roku docelowo rezydenci będą zarabiali minimalnie 5200 złotych.;-0.00899549014866352;-0.00899549014866352;29.0;27.0;4.0;2.0;0.10344827586206896;0.06896551724137931;0.4482758620689655
Prawda;W 2008 r. skala roszczeń nacjonalizacyjnych – tak je nazwijmy – szacowano na 140 miliardów złotych.;Kamil Zaradkiewicz;['wypowiedź'];W 2008 r. skala roszczeń nacjonalizacyjnych – tak je nazwijmy – szacowano na 140 miliardów złotych.;-0.00899549014866352;-0.00899549014866352;14.0;14.0;1.0;1.0;0.14285714285714285;0.07142857142857142;0.21428571428571427
Fałsz;Projekt pana premiera Belki w 2005 r. zakładał, że skala roszczeń to jest 200 milionów złotych.;Kamil Zaradkiewicz;['wypowiedź'];Projekt pana premiera Belki w 2005 r. zakładał, że skala roszczeń to jest 200 milionów złotych.;-0.00899549014866352;-0.00899549014866352;16.0;16.0;1.0;2.0;0.0625;0.0;0.3125
Prawda;W 2010 r. decyzją prezydenta Obamy i NATO przyjęto tak zwane plany ewentualnościowe, dla Polski i Litwy, Łotwy, Estonii, gdzie bardzo precyzyjnie opisano, jak NATO, czyli też Polska będą broniły tych terytoriów.;Tomasz Siemoniak;Radio Zet, 11.10.2017;W 2010 r. decyzją prezydenta Obamy i NATO przyjęto tak zwane plany ewentualnościowe, dla Polski i Litwy, Łotwy, Estonii, gdzie bardzo precyzyjnie opisano, jak NATO, czyli też Polska będą broniły tych terytoriów.;-0.00899549014866352;-0.00899549014866352;30.0;29.0;3.0;9.0;0.13333333333333333;0.16666666666666666;0.13333333333333333
Fałsz;I od środy nikt nie rozmawiał z głodującymi ludźmi (lekarzami rezydentami).;Bartosz Arłukowicz;RMF 24, 10.10.2017;I od środy nikt nie rozmawiał z głodującymi ludźmi (lekarzami rezydentami).;-0.3917478919029236;-0.3917478919029236;11.0;11.0;1.0;0.0;0.09090909090909091;0.0;0.2727272727272727
Prawda;Jako podatnicy, oficjalnie wydaliśmy na system informatyczny ZUS 3 mld złotych – to więcej, niż koszt sondy wysłanej na Plutona.;Stanisław Tyszka;Polskie Radio 24, 05.10.2017;Jako podatnicy, oficjalnie wydaliśmy na system informatyczny ZUS 3 mld złotych – to więcej, niż koszt sondy wysłanej na Plutona.;-0.16185544431209564;-0.16185544431209564;18.0;18.0;2.0;3.0;0.1111111111111111;0.05555555555555555;0.3333333333333333
Fałsz;Po tabletkę “po” można sięgnąć tylko po uzyskaniu recepty, a twarde dane z NFZ mówią wprost, że na wizytę u ginekologa czeka się od 7 dni do 7 miesięcy.;Kamila Gasiuk-Pihowicz;['wypowiedź'];Po tabletkę “po” można sięgnąć tylko po uzyskaniu recepty, a twarde dane z NFZ mówią wprost, że na wizytę u ginekologa czeka się od 7 dni do 7 miesięcy.;-0.2915017902851105;-0.2915017902851105;27.0;26.0;2.0;2.0;0.1111111111111111;0.07407407407407407;0.2962962962962963
Prawda;Indeks szklanego sufitu, okazuje się, że Polki są postrzegane według tego indeksu, tworzonego przez „The Economist”, jako te, którym się pracuje zdecydowanie i żyje się zdecydowanie lepiej niż nawet Niemkom, czy Dunkom.;Beata Kempa;Radio Zet, 04.10.2017;Indeks szklanego sufitu, okazuje się, że Polki są postrzegane według tego indeksu, tworzonego przez „The Economist”, jako te, którym się pracuje zdecydowanie i żyje się zdecydowanie lepiej niż nawet Niemkom, czy Dunkom.;-0.00899549014866352;-0.08819773141294718;29.0;27.0;1.0;3.0;0.13793103448275862;0.1724137931034483;0.20689655172413793
Prawda;Mamy jeden z najniższych procent PKB przekazywany na służbę zdrowia w Europie.;Władysław Kosiniak-Kamysz;Polskie Radio Program I, 04.10.2017;Mamy jeden z najniższych procent PKB przekazywany na służbę zdrowia w Europie.;0.014639774337410927;0.014639774337410927;12.0;12.0;2.0;2.0;0.3333333333333333;0.0;0.16666666666666666
Fałsz;Już raz zebraliśmy w tej kadencji pod stażem pracy uprawniającym do przejścia na emeryturę, to było 40 lat, bez najmniejszego problemu w ciągu dwóch miesięcy 130 tys. podpisów.;Władysław Kosiniak-Kamysz;RMF 24, 26.09.2017;Już raz zebraliśmy w tej kadencji pod stażem pracy uprawniającym do przejścia na emeryturę, to było 40 lat, bez najmniejszego problemu w ciągu dwóch miesięcy 130 tys. podpisów.;-0.18207545578479767;-0.18207545578479767;27.0;27.0;4.0;1.0;0.18518518518518517;0.0;0.25925925925925924
Prawda;W planie odpowiedzialnego rozwoju premiera Morawieckiego Pomorze Środkowe jest wpisane jako teren najbardziej wykluczony komunikacyjnie.;Robert Biedroń;['wypowiedź'];W planie odpowiedzialnego rozwoju premiera Morawieckiego Pomorze Środkowe jest wpisane jako teren najbardziej wykluczony komunikacyjnie.;-0.00899549014866352;-0.00899549014866352;15.0;15.0;1.0;2.0;0.26666666666666666;0.13333333333333333;0.26666666666666666
Prawda;Średnia wieku pielęgniarek przekroczyła 50 lat.;Adrian Zandberg;['wypowiedź'];Średnia wieku pielęgniarek przekroczyła 50 lat.;-0.19324922561645508;-0.19324922561645508;6.0;6.0;2.0;0.0;0.0;0.0;0.3333333333333333
Prawda;Kilka dni temu udzieliliśmy wsparcia w wysokości 50 mln euro na pomoc uchodźcom na miejscu. To (...) kwota, najwyższa zadeklarowana ze wszystkich krajów UE.;Mateusz Morawiecki;300Polityka, 1.10.2017 r.;Kilka dni temu udzieliliśmy wsparcia w wysokości 50 mln euro na pomoc uchodźcom na miejscu. To kwota, najwyższa zadeklarowana ze wszystkich krajów UE.;-0.00899549014866352;-0.00899549014866352;22.0;22.0;5.0;1.0;0.09090909090909091;0.0;0.4090909090909091
Prawda;W 2015 r. poseł Jurgiel żądał dymisji ministra rolnictwa w związku z 3 ogniskami ASF. Dziś mamy 99 ognisk.;Robert Tyszkiewicz;['wypowiedź'];W 2015 r. poseł Jurgiel żądał dymisji ministra rolnictwa w związku z 3 ogniskami ASF. Dziś mamy 99 ognisk.;-0.044643908739089966;-0.11182990297675133;19.0;18.0;1.0;2.0;0.05263157894736842;0.0;0.3684210526315789
Fałsz;W 2015 r. poseł Jurgiel żądał dymisji ministra rolnictwa w związku z 3 ogniskami ASF.;Robert Tyszkiewicz;['wypowiedź'];W 2015 r. poseł Jurgiel żądał dymisji ministra rolnictwa w związku z 3 ogniskami ASF.;-0.06418559700250626;-0.06418559700250626;15.0;14.0;1.0;2.0;0.06666666666666667;0.0;0.4
Prawda;My mamy po 8 miesiącach wzrost (wpływów z CIT – przyp. Demagog) o ponad 13 proc. z poprzednim rokiem.;Mateusz Morawiecki;300POLITYKA, 25.09.2017 r.;My mamy po 8 miesiącach wzrost wpływów z CIT o ponad 13 proc. z poprzednim rokiem.;-0.00899549014866352;-0.00899549014866352;15.0;15.0;3.0;0.0;0.06666666666666667;0.0;0.2
Fałsz;[Mamy] 26 miejsce w UE pod względem sprawności postępowań sądowych w sprawach cywilnych i gospodarczych.;Mateusz Morawiecki;300POLITYKA, 25.09.2017 r.;Mamy 26 miejsce w UE pod względem sprawności postępowań sądowych w sprawach cywilnych i gospodarczych.;0.00342317926697433;0.00342317926697433;14.0;14.0;3.0;1.0;0.2857142857142857;0.0;0.21428571428571427
Prawda;Mamy trzecie miejsce pod względem liczby pracowników administracji sądowej.;Mateusz Morawiecki;300POLITYKA, 25.09.2017 r.;Mamy trzecie miejsce pod względem liczby pracowników administracji sądowej.;-0.00899549014866352;-0.00899549014866352;9.0;9.0;2.0;0.0;0.2222222222222222;0.0;0.4444444444444444
Fałsz;Tak zwany depozyt adwokacki – instytucja nieznana polskiemu porządkowi prawnemu.;Bogdan Święczkowski;['wypowiedź'];Tak zwany depozyt adwokacki – instytucja nieznana polskiemu porządkowi prawnemu.;-0.00899549014866352;-0.00899549014866352;9.0;9.0;1.0;1.0;0.5555555555555556;0.1111111111111111;0.3333333333333333
Prawda;To jest legalny depozyt adwokacki.(...)Normalna procedura, przewidziana w regulaminie wykonywania zawodu adwokata. Deponuję środki na cele postępowania przygotowawczego, ja je przechowuję, ale jestem jak bank. Muszę te pieniądze wydać na każde jego(klienta przyp. Demagog) żądanie.(...)Muszę te pieniądze ulokować na specjalnym koncie, na którym nie ma moich pieniędzy.;Michał Królikowski;['wypowiedź'];To jest legalny depozyt adwokacki....Normalna procedura, przewidziana w regulaminie wykonywania zawodu adwokata. Deponuję środki na cele postępowania przygotowawczego, ja je przechowuję, ale jestem jak bank. Muszę te pieniądze wydać na każde jegoklienta przyp. Demagog żądanie....Muszę te pieniądze ulokować na specjalnym koncie, na którym nie ma moich pieniędzy.;-0.004898783750832081;-0.11585662141442299;43.0;43.0;2.0;3.0;0.16279069767441862;0.023255813953488372;0.27906976744186046
Prawda;W tym roku wydaliśmy ok. 245 mln na modernizację sportowej infrastruktury przyszkolnej.;Witold Bańka;['wypowiedź'];W tym roku wydaliśmy ok. 245 mln na modernizację sportowej infrastruktury przyszkolnej.;-0.00899549014866352;-0.00899549014866352;12.0;12.0;1.0;1.0;0.16666666666666666;0.0;0.16666666666666666
Manipulacja;Raport NIK wskazał, że nauczyciel w ciągu 10 lat zdobywa najwyższy stopień awansu zawodowego.;Anna Zalewska;TVP Info, 21.09.2017;Raport NIK wskazał, że nauczyciel w ciągu 10 lat zdobywa najwyższy stopień awansu zawodowego.;-0.00899549014866352;-0.00899549014866352;14.0;14.0;2.0;1.0;0.21428571428571427;0.0;0.42857142857142855
Prawda;Raport GUS z 31 VIII br:w 2016 liczba urodzeń wyższa o 33,5k od prognoz. (współ dzietności 1,36 wobec zakładanego 1,24). Oby tak dalej. 500+;Bartosz Marczuk;['wypowiedź'];Raport GUS z 31 VIII br:w 2016 liczba urodzeń wyższa o 33,5k od prognoz. (współ dzietności 1,36 wobec zakładanego 1,24). Oby tak dalej. 500+;-0.00899549014866352;0.1593059110455215;26.0;26.0;3.0;3.0;0.2692307692307692;0.07692307692307693;0.19230769230769232
Prawda;Na Malcie jest frekwencja w wyborach ponad 90%. U nas w referendum, które zarządził PBK – 7,8%.;Stanisław Karczewski;['wypowiedź'];Na Malcie jest frekwencja w wyborach ponad 90%. U nas w referendum, które zarządził PBK – 7,8%.;-0.10039757937192917;-0.06671697832643986;16.0;16.0;2.0;2.0;0.0;0.0;0.25
Prawda;Sto procent wydatków na obronność zostało wydane w zeszłym roku.;Bartosz Kownacki;Radio Zet, 15.09.2017;Sto procent wydatków na obronność zostało wydane w zeszłym roku.;-0.06148885190486908;-0.06148885190486908;10.0;10.0;2.0;0.0;0.2;0.0;0.3
Manipulacja;Jedna trzecia przedsiębiorstw w Polsce ogranicza swoją produkcję, ponieważ nie ma pracowników;Paweł Zalewski;['wypowiedź'];Jedna trzecia przedsiębiorstw w Polsce ogranicza swoją produkcję, ponieważ nie ma pracowników;-0.00899549014866352;-0.00899549014866352;12.0;12.0;2.0;1.0;0.16666666666666666;0.0;0.16666666666666666
Prawda;Inwestycje przedsiębiorstw są dzisiaj na najniższym poziomie od ponad 20 lat.;Paweł Zalewski;['wypowiedź'];Inwestycje przedsiębiorstw są dzisiaj na najniższym poziomie od ponad 20 lat.;-0.00899549014866352;-0.00899549014866352;11.0;11.0;2.0;0.0;0.09090909090909091;0.09090909090909091;0.36363636363636365
Prawda;Jaki jest poziom aktywności zawodowej Polaków w stosunku do tych, którzy nie są aktywni? 57% do 43%.;Paweł Zalewski;['wypowiedź'];Jaki jest poziom aktywności zawodowej Polaków w stosunku do tych, którzy nie są aktywni? 57% do 43%.;-0.00899549014866352;-0.00899549014866352;17.0;17.0;2.0;1.0;0.11764705882352941;0.058823529411764705;0.23529411764705882
Prawda;Uczelnie medyczne nie podlegają ministrowi nauki i szkolnictwa wyższego – w tym sensie nie ja tutaj jestem stroną, a pan minister Radziwiłł.;Jarosław Gowin;['wypowiedź'];Uczelnie medyczne nie podlegają ministrowi nauki i szkolnictwa wyższego – w tym sensie nie ja tutaj jestem stroną, a pan minister Radziwiłł.;-0.1320054680109024;-0.1320054680109024;20.0;19.0;0.0;1.0;0.1;0.15;0.35
Prawda;Po pierwszym półroczu tego roku mamy 28 proc. wzrostu wysokości podatku VAT, który wpłynął do budżetu.;Jacek Sasin;['wypowiedź'];Po pierwszym półroczu tego roku mamy 28 proc. wzrostu wysokości podatku VAT, który wpłynął do budżetu.;-0.00899549014866352;-0.00899549014866352;16.0;16.0;4.0;0.0;0.0625;0.0;0.4375
Fałsz;W rzeczywistości najbardziej szkodliwa zdrowotnie jest emisja z transportu.;Krzysztof Tchórzewski;['wypowiedź'];W rzeczywistości najbardziej szkodliwa zdrowotnie jest emisja z transportu.;-0.00899549014866352;-0.00899549014866352;9.0;9.0;1.0;0.0;0.1111111111111111;0.3333333333333333;0.2222222222222222
Prawda;Od wprowadzenia całkowitego zakazu kar cielesnych w Polsce coraz więcej Polaków deklaruje, że nie akceptuje stosowania przemocy wobec dzieci, nawet w tej najlżejszej formie, czyli tzw. “klapsów”. Na przestrzeni tych lat to jest 30% społeczeństwa, które stwierdziło, że już nie akceptuje tej przemocy.;Marek Michalak;['wypowiedź'];Od wprowadzenia całkowitego zakazu kar cielesnych w Polsce coraz więcej Polaków deklaruje, że nie akceptuje stosowania przemocy wobec dzieci, nawet w tej najlżejszej formie, czyli tzw. “klapsów”. Na przestrzeni tych lat to jest 30% społeczeństwa, które stwierdziło, że już nie akceptuje tej przemocy.;-0.00899549014866352;-0.09415727946907282;38.0;37.0;4.0;4.0;0.15789473684210525;0.02631578947368421;0.3684210526315789
Prawda;Polska jest na jednym z ostatnich miejsc w Unii Europejskiej, jeżeli chodzi o ilość mieszkań na 1000 mieszkańców.;Andrzej Adamczyk;Sygnały Dnia, 11.09.2017;Polska jest na jednym z ostatnich miejsc w Unii Europejskiej, jeżeli chodzi o ilość mieszkań na 1000 mieszkańców.;-0.00899549014866352;-0.00899549014866352;17.0;17.0;1.0;3.0;0.17647058823529413;0.0;0.23529411764705882
Prawda;Prawo i Sprawiedliwość w zeszłym roku dostało 48 milionów złotych pieniędzy podatników – subwencje, dotacje podmiotowe.;Stanisław Tyszka;Polskie Radio Program I, 11.09.2017;Prawo i Sprawiedliwość w zeszłym roku dostało 48 milionów złotych pieniędzy podatników – subwencje, dotacje podmiotowe.;-0.00899549014866352;-0.00899549014866352;15.0;15.0;3.0;0.0;0.13333333333333333;0.0;0.4
Prawda;Policja jest dużą formacją, ponad 100 tysięcy funkcjonariuszy.;Mariusz Błaszczak;['wypowiedź'];Policja jest dużą formacją, ponad 100 tysięcy funkcjonariuszy.;-0.23835647106170654;-0.23835647106170654;8.0;8.0;1.0;0.0;0.0;0.0;0.625
Nieweryfikowalne;Po siedemnastu latach budowania gimnazjów (...) niecałe 20% szkół ma szybki, szerokopasmowy internet.;Anna Zalewska;TVP 1, 04.09.2017;Po siedemnastu latach budowania gimnazjów niecałe 20% szkół ma szybki, szerokopasmowy internet.;-0.11345147341489792;-0.11345147341489792;13.0;13.0;1.0;0.0;0.3076923076923077;0.0;0.15384615384615385
Prawda;Po siedemnastu latach budowania gimnazjów 25% szkół ma przedmiotowe gabinety.;Anna Zalewska;TVP 1, 04.09.2017;Po siedemnastu latach budowania gimnazjów 25% szkół ma przedmiotowe gabinety.;-0.15956303477287292;-0.15956303477287292;11.0;11.0;1.0;0.0;0.18181818181818182;0.0;0.2727272727272727
Prawda;Na budżet unijny składamy się wszyscy, także Polska. Nas to rocznie kosztuje 20 mld złotych.;Zbigniew Kuźmiuk;Minęła 8, 04.09.2017;Na budżet unijny składamy się wszyscy, także Polska. Nas to rocznie kosztuje 20 mld złotych.;-0.12112371623516083;-0.4728289544582367;15.0;15.0;1.0;2.0;0.06666666666666667;0.13333333333333333;0.13333333333333333
Fałsz;Podaję liczby: mamy najwięcej sędziów na 10 tys. mieszkańców, z budżetu wydajemy na sądownictwo aż 1,8% PKB, gdy średnia unijna to 0,6%.;Mateusz Morawiecki;wPolityce, 31.08.2017 r.;Podaję liczby: mamy najwięcej sędziów na 10 tys. mieszkańców, z budżetu wydajemy na sądownictwo aż 1,8% PKB, gdy średnia unijna to 0,6%.;-0.00899549014866352;-0.00899549014866352;22.0;22.0;4.0;1.0;0.13636363636363635;0.045454545454545456;0.22727272727272727
Prawda;Tamtą rzeczywiście dyskusję na temat Konstytucji obywatelskiej, tego projektu, który zgłosiła Solidarność, wielu obywateli, wtedy zdecydowana większość, bo wtedy były przeprowadzone badania i one pokazywały 67% chciało, żeby przedmiotem referendum był wybór pomiędzy konstytucją przyjętą przez Zgromadzenie Narodowe, a konstytucją obywatelską.;Andrzej Duda;Konferencja prasowa, 25.08.2017;Tamtą rzeczywiście dyskusję na temat Konstytucji obywatelskiej, tego projektu, który zgłosiła Solidarność, wielu obywateli, wtedy zdecydowana większość, bo wtedy były przeprowadzone badania i one pokazywały 67% chciało, żeby przedmiotem referendum był wybór pomiędzy konstytucją przyjętą przez Zgromadzenie Narodowe, a konstytucją obywatelską.;-0.04303530976176262;-0.04303530976176262;40.0;39.0;4.0;2.0;0.1;0.075;0.325
Prawda;Spośród uprawnionych do głosowania, za konstytucją głosowało tak naprawdę 22% obywateli. Frekwencja wyniosła 42%, a za było 6 mln 300 tys. osób.;Andrzej Duda;Konferencja prasowa, 25.08.2017;Spośród uprawnionych do głosowania, za konstytucją głosowało tak naprawdę 22% obywateli. Frekwencja wyniosła 42%, a za było 6 mln 300 tys. osób.;-0.00899549014866352;-0.10848870500922203;22.0;21.0;0.0;1.0;0.045454545454545456;0.045454545454545456;0.3181818181818182
Fałsz;Według najnowszych badań przedstawianych przez CBOS, prawie 80% naszych obywateli, którzy byli ankietowani, uważa, że takie referendum konsultacyjne w sprawie konstytucji powinno się odbyć.;Andrzej Duda;Konferencja prasowa, 25.08.2017;Według najnowszych badań przedstawianych przez CBOS, prawie 80% naszych obywateli, którzy byli ankietowani, uważa, że takie referendum konsultacyjne w sprawie konstytucji powinno się odbyć.;-0.00899549014866352;-0.00899549014866352;24.0;24.0;2.0;1.0;0.20833333333333334;0.041666666666666664;0.25
Manipulacja;Dowody sa w danych GUS.Np.ogromna redukcja skrajnego ubóstwa dzieci (to wielka wartosc),czy ok. 400k urodzeń w 2017 (prognoza mowila o 346k);Bartosz Marczuk;['wypowiedź'];Dowody sa w danych GUS.Np.ogromna redukcja skrajnego ubóstwa dzieci (to wielka wartosc),czy ok. 400k urodzeń w 2017 (prognoza mowila o 346k);-0.18610838055610657;-0.18610838055610657;20.0;20.0;1.0;1.0;0.2;0.0;0.4
Prawda;500+ kosztuje co roku ponad 1% PKB, a liczbę osób, które wskutek tego wycofają się z rynku pracy szacuje się na 240 000 (MFW, lipiec 2017).;Leszek Balcerowicz;['wypowiedź'];500+ kosztuje co roku ponad 1% PKB, a liczbę osób, które wskutek tego wycofają się z rynku pracy szacuje się na 240 000 (MFW, lipiec 2017).;-0.00899549014866352;-0.00899549014866352;27.0;27.0;2.0;2.0;0.0;0.1111111111111111;0.25925925925925924
Prawda;W rankingu szanghajskim Uniwersytet Warszawski awansował o ponad 100 pozycji. Szkoda, że Uniwersytetowi Jagiellońskiemu się tego nie udało zrobić.;Jarosław Gowin;['wypowiedź'];W rankingu szanghajskim Uniwersytet Warszawski awansował o ponad 100 pozycji. Szkoda, że Uniwersytetowi Jagiellońskiemu się tego nie udało zrobić.;-0.00899549014866352;-0.16663157287985086;19.0;19.0;0.0;3.0;0.15789473684210525;0.05263157894736842;0.2631578947368421
Nieweryfikowalne;Tylko w Bułgarii mniejszy odsetek firm niż w Pl korzysta z usług chmury obliczeniowejFiskus postanowił dokręcić podatkową śrubę na te usługi;Andrzej Rzońca;['wypowiedź'];Tylko w Bułgarii mniejszy odsetek firm niż w Pl korzysta z usług chmury obliczeniowejFiskus postanowił dokręcić podatkową śrubę na te usługi;-0.09072501212358475;-0.09072501212358475;20.0;19.0;1.0;1.0;0.1;0.0;0.3
Prawda;Wojsko w tego rodzaju sytuacjach może być uruchomione wyłącznie po wystąpieniu ze strony wojewody.;Michał Dworczyk;['wypowiedź'];Wojsko w tego rodzaju sytuacjach może być uruchomione wyłącznie po wystąpieniu ze strony wojewody.;-0.11756381392478943;-0.11756381392478943;14.0;14.0;2.0;0.0;0.07142857142857142;0.07142857142857142;0.5
Prawda;Już w sobotę odbyła się wideokonferencja z moim udziałem, z udziałem Pani Premier, wojewodowie i komendanci wojewódzcy Państwowej Straży Pożarnej składali meldunki z podjętych działań w sobotę.;Mariusz Błaszczak;['wypowiedź'];Już w sobotę odbyła się wideokonferencja z moim udziałem, z udziałem Pani Premier, wojewodowie i komendanci wojewódzcy Państwowej Straży Pożarnej składali meldunki z podjętych działań w sobotę.;-0.1380883753299713;-0.1380883753299713;22.0;22.0;2.0;1.0;0.13636363636363635;0.09090909090909091;0.5
Prawda;Maksymalnie w naszej strategii przewidywało się 6000 megawatów pozyskiwane z energii jądrowej.;Andrzej Czerwiński;['wypowiedź'];Maksymalnie w naszej strategii przewidywało się 6000 megawatów pozyskiwane z energii jądrowej.;-0.00899549014866352;-0.00899549014866352;12.0;12.0;1.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666
Manipulacja;Zróżnicowany wiek emerytalny(...) dopuszcza art. 7 dyrektywy z 78r.;Rafał Bochenek;['wypowiedź'];Zróżnicowany wiek emerytalny dopuszcza art. 7 dyrektywy z 78r.;-0.00899549014866352;-0.00899549014866352;9.0;9.0;1.0;0.0;0.2222222222222222;0.0;0.3333333333333333
Prawda;Stopa bezrobocia w czerwcu wyniosła 7,1%, nawet to jest lepiej, niż my prognozowaliśmy. To był spadek miesiąc do miesiąca o 0,3 punktu procentowego. ;Elżbieta Rafalska;GUS;Stopa bezrobocia w czerwcu wyniosła 7,1%, nawet to jest lepiej, niż my prognozowaliśmy. To był spadek miesiąc do miesiąca o 0,3 punktu procentowego. ;-0.00899549014866352;-0.10634271893650293;24.0;22.0;3.0;1.0;0.041666666666666664;0.041666666666666664;0.2916666666666667
Prawda;Propozycja mojego resortu to jest wzrost minimalnego wynagrodzenia o 5%.;Elżbieta Rafalska;Projekt Rozporządzenia Rady Ministrów, 21.07.2017;Propozycja mojego resortu to jest wzrost minimalnego wynagrodzenia o 5%.;-0.2618076503276825;-0.2618076503276825;11.0;11.0;0.0;0.0;0.09090909090909091;0.0;0.36363636363636365
Prawda;W poprzednim roku minimalne wynagrodzenie wzrosło o 8%.;Elżbieta Rafalska;Rozporządzenie Rady Ministrów, 13.09.2016.;W poprzednim roku minimalne wynagrodzenie wzrosło o 8%.;-0.052918560802936554;-0.052918560802936554;9.0;9.0;0.0;0.0;0.2222222222222222;0.0;0.2222222222222222
Fałsz;Jesteśmy drudzy zaraz po Niemcach, jeżeli chodzi o wydatki na sądownictwo w całej Unii Europejskiej.;Patryk Jaki;['wypowiedź'];Jesteśmy drudzy zaraz po Niemcach, jeżeli chodzi o wydatki na sądownictwo w całej Unii Europejskiej.;-0.00899549014866352;-0.00899549014866352;15.0;15.0;2.0;2.0;0.2;0.06666666666666667;0.2
