assestment;text_clean;sentiment_all;sentiment_avg;uniq_words;uniq_lemm;err;net;ADJ;ADV;NOUN;e0;e1;e2;e3;e4
Prawda;Warto pamiętać, że już teraz 40 tysięcy osób rocznie umiera przedwcześnie z powodu zanieczyszczenia.;0.0164954345673322;0.0164954345673322;14.0;14.0;3.0;0.0;0.0714285714285714;0.1428571428571428;0.5;-1.2123137;11.179883;9.431095;15.530539;7.4000688
Prawda;Za rządów pani prezydent w stolicy wycięte zostało 230 tysięcy drzew. Przez dekadę prawie ćwierć miliona dorosłych drzew;-0.0089954901486635;-0.0868696877732873;17.0;17.0;2.0;0.0;0.0588235294117647;0.0;0.4705882352941176;-1.1869636;11.07843;10.713573;15.458968;7.237933
Fałsz;A też jesteśmy na samym szczycie niesprawności, przewlekłości, przedawnień postępowań.;0.0229957681149244;-0.0486536622047424;9.0;9.0;3.0;0.0;0.2222222222222222;0.0;0.4444444444444444;-0.7440833;10.838252;9.349003;16.59572;6.5651565
Manipulacja;W Polsce mamy w przeliczeniu na 100 tys. mieszkańców jedną z największych, drugą co do liczby, ilość sędziów w Europie.;-0.0089954901486635;-0.0089954901486635;19.0;18.0;3.0;2.0;0.0;0.0;0.2631578947368421;-1.806217;10.146374;10.156267;15.592484;5.8446865
Prawda;Przypomnę że 80% Polaków uważa, że w Polsce jest bezpiecznie, a 95% uważa, że jest bezpiecznie w miejscu zamieszkania.;-0.0985435917973518;-0.0985435917973518;14.0;14.0;4.0;3.0;0.0714285714285714;0.1428571428571428;0.2142857142857142;-1.3904377;10.914531;9.063188;16.182707;6.219414
Prawda;Przeznaczyliśmy, czyli Narodowy Fundusz Ochrony Środowiska przeznaczył od roku 10 miliardów złotych na to, żeby rzeczywiście polepszyć jakość powietrza.;-0.0089954901486635;-0.0089954901486635;19.0;19.0;4.0;1.0;0.1578947368421052;0.0;0.4210526315789473;-0.9845827;11.696884;12.0156145;16.389282;5.4519615
Manipulacja;Miło,że M.Morawiecki podkreśla, że za czasów #PO Polska rozwijała się szybciej niż Europa! Niestety, w 2016 przegoniła nas Rumunia i Bułgaria.;-0.0362423993647098;-0.1440889909863472;23.0;23.0;1.0;7.0;0.1304347826086956;0.1304347826086956;0.0434782608695652;-0.43366337;10.374747;11.122799;17.388756;5.0391526
Prawda;Wyleciały osoby, które to robiły dopuściły do założenia do samochodu PAD opony wycofanej z użycia a więc szefostwo tego działu, który zajmował się transportem.;-0.3285917043685913;-0.3285917043685913;23.0;23.0;3.0;0.0;0.0869565217391304;0.0;0.391304347826087;0.38659602;11.010709;9.736626;17.165958;5.6026664
Prawda;Poprzedni szef BOR-u, generał Janicki, wydał taką instrukcję, która dopuszczała użytkowanie opon ponad czas przewidziany przez producenta.;-0.3299231231212616;-0.3299231231212616;19.0;19.0;2.0;2.0;0.1052631578947368;0.0526315789473684;0.3684210526315789;0.41739002;11.006462;9.931661;17.14975;5.397908
Prawda;To rząd Prawa i Sprawiedliwości wprowadził program modernizacji służb mundurowych, dotyczy on BOR-u ale dotyczy policji, dotyczy straży granicznej.;-0.0878220498561859;-0.2006894312798977;19.0;19.0;3.0;1.0;0.1052631578947368;0.0;0.2631578947368421;-0.60199046;11.4725275;10.934303;18.326023;4.5943713
Prawda;To był nowy samochód, wyprodukowany w 2016 roku.;-0.2430190742015838;-0.2430190742015838;8.0;8.0;1.0;1.0;0.375;0.0;0.125;-0.1837693;11.339204;10.597526;15.206517;6.3982143
Prawda;Wystarczy, że jest oznakowany pierwszy i ostatni samochód w kolumnie rządowej, środkowe nie muszą być oznakowane.;-0.4403439164161682;-0.4403439164161682;16.0;15.0;2.0;1.0;0.5;0.0;0.125;0.16672154;10.995597;9.591793;17.093904;5.6735687
Fałsz;Słyszymy: Polsko-Rosyjska Grupa do Spraw Trudnych, bardzo ważna inicjatywa, będzie powołana. Przecież inicjatywa powołania tej grupy i funkcjonowania tej grupy powstała za czasów rządów Platformy i PSL-u.;-0.0089954901486635;-0.063712035305798;26.0;24.0;0.0;3.0;0.1538461538461538;0.0769230769230769;0.3461538461538461;-0.46279863;10.903841;10.844079;18.228424;4.379995
Manipulacja;Z niepokojem obserwujemy rozbudowę Zachodniego Okręgu Wojskowego, który w 2016 r. wzbogacił się o trzy nowe dywizje.;-0.0089954901486635;-0.0089954901486635;17.0;17.0;0.0;1.0;0.3529411764705882;0.0588235294117647;0.1176470588235294;-0.6333771;11.280192;11.654604;15.461695;6.2385745
Nieweryfikowalne;Każdego roku dochodzi do około 20 kolizji i zdarzeń z udziałem pojazdów BOR. W 2016 r. było ich 24, w 2015 r. również 24, a w 2014 r. – 26.;-0.0089954901486635;-0.0089954901486635;24.0;22.0;2.0;4.0;0.1666666666666666;0.0;0.2083333333333333;-2.0306191;11.397882;10.667371;16.23263;6.8814945
Prawda;Na przykład w 2016 roku kupiono ponad 50 nowych samochodów.;-0.0089954901486635;-0.0089954901486635;10.0;10.0;1.0;1.0;0.2;0.0;0.3;-0.30143318;11.392888;10.627663;15.204387;6.5399756
Nieweryfikowalne;W roku 2016 na przykład po raz pierwszy od wielu, wielu lat więcej funkcjonariuszy zostało przyjętych do służby niż odeszło.;-0.1987966001033783;-0.1987966001033783;19.0;18.0;2.0;1.0;0.1578947368421052;0.0;0.3684210526315789;-1.8744055;11.189334;10.846752;16.018661;6.990272
Prawda;Po katastrofie smoleńskiej szef BOR–u został nagrodzony (mówię oczywiście w cudzysłowie nagrodzony) podniesieniem do rangi generała.;-0.1134259849786758;-0.1961799636483192;16.0;17.0;2.0;2.0;0.1875;0.0;0.375;0.5622339;10.436025;10.575236;18.081402;5.1336365
Manipulacja;Proszę zważyć jak zmieniają się te proporcje, zwolenników i przeciwników reformy edukacji coraz więcej rodziców, coraz więcej osób jest przeciwna.;-0.0971577987074852;-0.0971577987074852;18.0;18.0;4.0;0.0;0.1111111111111111;0.1111111111111111;0.3333333333333333;-1.4652553;10.673475;9.879621;16.966919;5.6715755
Prawda;W latach 2008-2015 zlikwidowano kilkadziesiąt polskich placówek dyplomatycznych i konsularnych. ;-0.0089954901486635;-0.0089954901486635;11.0;11.0;2.0;3.0;0.3636363636363636;0.0;0.1818181818181818;-1.304973;11.401942;10.485642;15.334044;7.2250495
Prawda;Działają już ambasady w Senegalu i Iraku. W styczniu tego roku zostały ustanowione ambasady w Tanzanii i Panamie, a na początku lutego Konsulat Generalny w Houston. Placówki te rozpoczną pełną działalność w drugiej połowie bieżącego roku.;-0.0089954901486635;-0.0611845720559358;30.0;28.0;3.0;8.0;0.1333333333333333;0.0;0.5;-0.79047185;10.600214;10.332642;16.575357;4.945646
Prawda;Największa grupa repatriantów – ponad 150 osób,  przybyła w grudniu ubiegłego roku z  Kazachstanu.;-0.0089954901486635;-0.0089954901486635;13.0;13.0;2.0;2.0;0.1538461538461538;0.0;0.3846153846153846;-1.5286864;11.24791;9.954789;15.404357;7.2916327
Prawda;Tak jak przy 6-latkach była obawa, że 7 tys. osób straci pracę, mamy dodatkowych 1 tys. miejsc pracy.;-0.1833259910345077;-0.1833259910345077;19.0;19.0;0.0;0.0;0.1578947368421052;0.0526315789473684;0.3157894736842105;-0.5765879;11.119697;10.45703;15.495953;7.058998
Fałsz;"Anna Zalewska: Te postulaty, które są, dwa, mówiące o podwyżce wynagrodzeń, ja po prostu od kilku miesięcy realizuję w tym sensie, że również ZNP, ale to wszystko dzieje się na wniosek Solidarności.
Konrad Piasecki: No, a drugi postulat to są właśnie gimnazja.
Anna Zalewska: Nie, nie, nie panie redaktorze, to nieprawda. Proszę zajrzeć do uchwały. Uchwała mówi tylko i wyłącznie o podwyżce wynagrodzeń.";-0.0760033652186393;-0.1844441878143698;54.0;50.0;7.0;4.0;0.074074074074074;0.037037037037037;0.3888888888888889;-0.46284136;11.325706;10.684096;18.758528;4.395972
Prawda;Najniższa emerytura od 1 marca wyniesie 1000 zł.;-0.0089954901486635;-0.0089954901486635;8.0;8.0;1.0;1.0;0.25;0.0;0.25;-1.6521016;11.224434;11.812496;16.147472;6.8116875
Prawda;"Elżbieta Rafalska: Nawet jeżeli sądzono, że urodzi się dzieci trochę więcej, to nie aż tyle więcej, jak pokazał to listopad, w którym urodziło się o 5 tysięcy (dzieci) więcej w porównaniu do listopada roku poprzedniego, i tak samo grudzień.
Robert Mazurek: Grudzień: 5 700, czyli jeszcze więcej.
Elżbieta Rafalska: 5 700 dzieci, tak.";-0.0763559937477111;-0.2163853675127029;39.0;37.0;3.0;5.0;0.1025641025641025;0.1538461538461538;0.282051282051282;-2.1774983;11.028313;11.261326;16.57891;6.0355487
Prawda;O ile Niemcy są naszym największym partnerem handlowym, to Wielka Brytania jest naszym drugim partnerem handlowym w kolejności.;-0.0089954901486635;-0.0089954901486635;15.0;15.0;2.0;3.0;0.3333333333333333;0.0666666666666666;0.2;-1.1465169;9.884897;10.296381;15.55048;5.0516796
Prawda;Polska od razu podjęła decyzję, rząd Prawa i Sprawiedliwości, w 2016 roku na pomoc humanitarną na Bliskim Wschodzie wydaliśmy 4 razy więcej niż w roku 2015.;-0.0089954901486635;-0.1633978718891739;23.0;22.0;2.0;5.0;0.217391304347826;0.0;0.391304347826087;-0.67367667;10.817244;11.403544;16.800327;5.2153673
Prawda;W bardzo ogólnej propozycji prezydenta Sopotu nie ma mowy o żadnych 10 sierotach, o których słyszę cały czas w internecie.;-0.2571986317634582;-0.2571986317634582;19.0;18.0;1.0;1.0;0.1578947368421052;0.0526315789473684;0.3157894736842105;-0.5381412;10.667177;10.148454;17.72475;5.155727
Prawda;W 50-osobowej radzie Warszawy tylko 18 radnych ma reprezentować dzielnice warszawskie, a aż 32 reprezentować gminy, które mają być dołączone. Jednym słowem, Warszawa będzie tam w mniejszości.;-0.0509071461856365;-0.1208142796531319;28.0;26.0;1.0;3.0;0.2142857142857142;0.0357142857142857;0.3571428571428571;0.18918999;11.3538475;10.153175;18.915367;5.115701
Manipulacja;Ten projekt zakładający utworzenie metropolii warszawskiej, który notabene podpisali posłowie nie-warszawscy, bo tam jest tylko jedno nazwisko z Warszawy na 38.;-0.1535709202289581;-0.1535709202289581;22.0;21.0;1.0;3.0;0.1818181818181818;0.0454545454545454;0.2727272727272727;0.0060212463;11.327248;10.782553;18.49607;4.7659726
Manipulacja;Mazurek: Ale właśnie nie ma wspólnego biletu. na komunikację;-0.26904958486557;-0.022117793560028;9.0;9.0;1.0;2.0;0.1111111111111111;0.0;0.3333333333333333;0.6557885;10.7670765;9.956474;16.97421;5.7199354
Prawda;Ona ustawa metropolitalna PO również dała podstawy nie tylko finansowania 5 procent PIT-u na cele komunikacyjne.  5 procent jest barierą.;-0.0754815340042114;-0.1761897969990968;20.0;20.0;2.0;1.0;0.15;0.0;0.35;-0.74723274;11.739055;11.140347;16.622597;5.263333
Prawda;W 2006 roku wprowadzili PiS blokowanie w wyborach samorządowych i przez to blokowanie wybory samorządowe przegrali.;-0.418296068906784;-0.418296068906784;15.0;13.0;3.0;2.0;0.1333333333333333;0.0;0.3333333333333333;0.27013278;10.39443;10.696593;18.739372;5.427968
Prawda;Lecha Wałęsy jak nie było, tak nie ma. Mówimy o podstawach programowych do podstawówki. W podstawie programowej i było, i jest – Solidarność i jej bohaterowie;0.0694167241454124;-0.0693581799666086;21.0;18.0;4.0;2.0;0.0952380952380952;0.0476190476190476;0.238095238095238;-0.7689003;11.139618;10.672983;18.501904;4.4088497
Prawda;Program Maluch Plus jest też kontynuacją programu wcześniej  wdrażanego przez poprzednia ekipę rządową – Maluch, która funkcjonuje od 2011 roku.;-0.0089954901486635;-0.0089954901486635;18.0;17.0;2.0;1.0;0.2777777777777778;0.0;0.3888888888888889;-1.0574267;11.53529;11.6917305;17.033216;5.1888103
Fałsz;W ogólnej liczbie osób bezrobotnych w Polsce zarejestrowanych, a mamy ich niewiele ponad 1 mln 300 tys, tylko 233 tys. czy ponad 230 tys. to są osoby, które są uprawnione do pobierania zasiłku dla bezrobotnych.;-0.0089954901486635;-0.0089954901486635;30.0;29.0;0.0;1.0;0.1666666666666666;0.0666666666666666;0.2666666666666666;-1.9641377;11.482991;10.39856;15.895788;6.5280485
Prawda;Kancelaria Sejmu zrobiła analizę, na ponad 230 czy 240 wniosków formalnych składanych przez Platformę Obywatelską ponad 170 to były wnioski, które nie były wnioskami formalnymi. ;-0.2522871196269989;-0.2522871196269989;23.0;22.0;1.0;1.0;0.1304347826086956;0.0;0.3478260869565217;-0.059565905;11.32248;10.631367;18.66682;4.9732594
Fałsz;Uratowane Przewozy Regionalne, którymi dziennie jeździ 1,5 miliona ludzi.;-0.073613129556179;-0.073613129556179;9.0;9.0;1.0;0.0;0.3333333333333333;0.1111111111111111;0.3333333333333333;-0.5086121;11.29961;10.497332;15.0302925;6.893524
Prawda;Zostało wydane tzw. postanowienie sygnalizacyjne, w którym trybunał wskazał na konieczność uregulowania ograniczonego dostępu do medycznej marihuany, obecnie ten dostęp jest ale tylko w wypadku importu docelowego tzn. jeśli uzyskamy zgodę ministra zdrowia to w określonych sytuacjach może pozwolić na ściągnięcie z zagranicy medycznej marihuany ale takich przypadków w ciągu roku jest kilkanaście.;-0.0089954901486635;-0.039232806302607;45.0;45.0;6.0;0.0;0.2222222222222222;0.0222222222222222;0.4;-0.7096906;12.106812;9.789249;17.947058;5.113977
Prawda;Przystąpiłem jako rzecznik do sprawy (Karola Tendery przeciwko stacji ZDF, która użyła określenia polskie obozy śmierci) na etapie postępowania przed sądem apelacyjnym, co więcej sąd apelacyjny nawet się zgodził co do konstrukcji przeprosin które stacja ZDF powinno opublikować na swojej stronie i można powiedzieć wyrok sądu odtworzył to zgodnie z moją sugestią i sprawa zakończyła się prawomocnym wyrokiem nakazującym przeproszenie pana Tendery przez stację ZDF.;-0.5641093254089355;-0.5459002703428268;57.0;54.0;9.0;6.0;0.1228070175438596;0.0526315789473684;0.3859649122807017;0.2858032;11.144554;10.38416;18.392246;4.77075
Prawda;My od lat apelujemy o uregulowanie kwestii monitoringu wizyjnego, czyli w ogóle na jakiej podstawie wiszą kamery i nas monitorują w centrach miast, czy w różnych, innych miejscach życia publicznego. I na przykład taka rzecz w Polsce jest do dzisiaj nieuregulowana i zawsze za każdym razem się pojawia pytanie, a dlaczego, na jakiej podstawie dana kamera działa lub nie.;-0.115805372595787;-0.2852994054555893;51.0;48.0;1.0;1.0;0.1568627450980392;0.0588235294117647;0.3529411764705882;-1.0516046;11.8127165;10.191805;18.148418;4.9386287
Prawda;W Polsce jest blisko 1,5 mln studentów.;-0.0089954901486635;-0.0089954901486635;7.0;7.0;1.0;1.0;0.0;0.0;0.0;-1.260069;11.480062;9.936195;14.978553;7.0707116
Fałsz;K. Piasecki: 225 osób. zwolnionych dziennikarzy z mediów publicznych;-0.0669445917010307;-0.0669445917010307;9.0;9.0;0.0;2.0;0.2222222222222222;0.0;0.2222222222222222;0.5222842;11.048915;10.379661;16.731777;6.0014586
Prawda;Prawo i Sprawiedliwość mimo, że ma wysokie stosunkowo notowania w tej chwili to nie ma tej premii za zwycięstwo, nie ma wyższego poparcia niż miało w wyborach 2015 roku.;-0.0089954901486635;-0.0089954901486635;24.0;23.0;2.0;2.0;0.2083333333333333;0.0416666666666666;0.3333333333333333;-0.0020177027;10.182192;10.697117;18.607151;5.4832387
Manipulacja;Po pierwsze ani jeden postulat organizatorów protestu protestu studentów nie dotyczy uczelni, po drugie w Polsce jest ponad 400 uczelni, ani jeden samorząd studencki nie poparł tego protestu, a wiele zaprotestowało, no i wreszcie zaprotestowały także przeciwko temu upolitycznieniu uczelni liczne organizacje studenckie na czele z parlamentem studenckim.;-0.1190263554453849;-0.1190263554453849;41.0;36.0;4.0;1.0;0.1951219512195122;0.0;0.3170731707317073;-0.13397828;10.675428;10.786675;18.78552;4.826808
Prawda;W naszym programie, programie PiS dwukadencyjność była już od wielu lat.;0.0568419210612773;0.0568419210612773;10.0;10.0;2.0;3.0;0.0;0.0;0.4;0.4542561;11.090869;10.602537;17.1377;5.617894
Prawda;Jeszcze całkiem niedawno robiony był taki sondaż przez CBOS i tam zdecydowana większość Polaków opowiadała się za tym, aby wprowadzić dwukadencyjność w samorządach.;-0.1200983002781868;-0.1200983002781868;23.0;23.0;5.0;2.0;0.0869565217391304;0.1739130434782608;0.1739130434782608;-0.69185233;10.90107;10.746751;18.31154;4.724207
Prawda;Przypominam, że PiS dostaje z pieniędzy obywateli 18 mln złotych rocznie, a Platforma 15.;-0.1678520441055297;-0.1678520441055297;14.0;14.0;1.0;2.0;0.1428571428571428;0.0714285714285714;0.2142857142857142;-0.6998144;11.666618;11.987761;16.046078;6.029778
Fałsz;Nawet, gdy Antonio Tajani był pytany w kontekście sankcji wobec Polski w takiej debacie urządzonej przez Politico parę dni przed wyborami na szefa europarlamentu, to nie opowiedział się za sankcjami.;-0.1154223531484603;-0.1154223531484603;29.0;28.0;2.0;4.0;0.1034482758620689;0.0689655172413793;0.2758620689655172;0.2763597;10.561492;10.233346;17.99029;4.799836
Prawda;Ja się zastanawiam, jak reagują na to samorządowcy związani z PiS-em, na przykład burmistrz Mszczonowa, który jest chyba najdłużej urzędującym burmistrzem w Polsce, zdobył mandat do Sejmu z listy PiS-u i go nie przyjął, bo woli zostać samorządowcem.;-0.0984399914741516;-0.2606740196545918;38.0;37.0;4.0;5.0;0.131578947368421;0.0263157894736842;0.2368421052631578;-0.17728887;10.53141;10.815154;18.7845;4.9230666
Manipulacja;Eurostat umieścił Polskę na drugim miejscu w UE, jeśli chodzi o przyjmowanie uchodźców. Padła tam liczba 400 tys. osób. Oczywiście są to ludzie z Ukrainy;-0.0137309553101658;-0.1188170394549767;25.0;25.0;3.0;3.0;0.04;0.04;0.32;-1.5115042;10.622735;9.933738;16.231401;5.778278
Prawda;Od 2004 roku nikt z Polaków w UE nie uzyskał reelekcji do władzy KE i PE :ani 2 komisarzy ani przewodniczący i 5 wiceprzewodniczących PE.;-0.0089954901486635;-0.0089954901486635;22.0;22.0;3.0;6.0;0.0909090909090909;0.0;0.2272727272727272;0.47036925;10.426313;10.515575;18.704815;5.1515574
Prawda;Projekt leczniczej marihuany ustawy, sldowski, leży w Komisji Petycji.  Projekt Kukiz’15 jest w Komisji Zdrowia.;-0.0511153601109981;-0.063190677203238;12.0;12.0;1.0;3.0;0.1666666666666666;0.0;0.75;0.19832888;11.466787;10.960276;18.716793;4.3893127
Prawda;Węgry ostatnio obniżyły CIT do 9%.;-0.1981088668107986;-0.1981088668107986;7.0;7.0;2.0;1.0;0.0;0.2857142857142857;0.0;-0.8982536;10.401461;11.454306;15.537595;6.858348
Prawda;Dlaczego Czesi mogli mieć nadwyżkę 10 miliardów złotych w budżecie w zeszłym roku?;-0.2647363245487213;-0.2647363245487213;12.0;12.0;2.0;1.0;0.0833333333333333;0.0833333333333333;0.25;-1.0343999;11.066199;12.314134;15.564712;6.396117
Prawda;Każdy pracujący Polak w ciągu roku płaci 2 tysiące złotych na odsetki od długu.;-0.3313302099704742;-0.3313302099704742;14.0;14.0;1.0;2.0;0.1428571428571428;0.0;0.2857142857142857;-1.0616293;11.892557;11.575015;16.232834;6.2090592
Prawda;"Beata Michniewicz: Kary regulaminowe, tzn. jakie są możliwe?
Stanisław Tyszka: Możliwe jest odebranie posłom na 3 miesiące połowy wynagrodzenia, możliwe jest wykluczenie posła z posiedzenia.";-0.1981801688671112;-0.2078689895570278;23.0;23.0;4.0;2.0;0.1739130434782608;0.0;0.4347826086956521;-0.38247222;11.835014;10.800118;18.077387;4.833204
Prawda;Wszystkie obecne badania, były dokonywane przez dwa różne, niezależne instytuty, pokazują dość jednoznacznie, że większość Polaków uważa, że powinno nastąpić ponowne głosowanie budżetu.;-0.1542939692735672;-0.1542939692735672;22.0;22.0;4.0;2.0;0.1818181818181818;0.0454545454545454;0.3636363636363636;-1.2640805;10.805004;9.6784725;17.561474;5.5703926
Prawda;Kwestia naruszenia kodeksu karnego, bo w konsekwencji tutaj organy ścigania się tego typu sytuacjami powinny zajmować, została opisana dokładnie w kilku ekspertyzach, jakie na zamówienie Kancelarii Sejmu i BAS przygotowano. Dzisiaj mamy nowe ekspertyzy, za niedługo będziemy mieć kolejne. Wszystkie potwierdzają zgodność z prawem i regulaminem działań Kancelarii Sejmu i marszałka Sejmu, natomiast zwracają uwagę na łamanie przepisów wewnętrznych i kodeksu karnego przez opozycję, niektórych posłów opozycji radykalnej.;-0.0089954901486635;-0.0878322934731841;58.0;57.0;9.0;4.0;0.1551724137931034;0.0689655172413793;0.4827586206896552;-0.46664494;11.68176;10.338732;18.399128;4.7588143
Prawda;W 2017–18 przewidywaliśmy, że bardzo wiele szkół gimnazjalnych będzie zwyczajnie zamykanych, dlatego że kiedy wyliczano, ile uczniów powinno być w gimnazjum, mówiono, że to około 350–400 uczniów, teraz średnio jest to 150.;-0.0089954901486635;-0.0089954901486635;30.0;29.0;5.0;3.0;0.2;0.2333333333333333;0.1;-1.7236779;11.556999;11.021042;16.803137;5.8006616
Prawda;To jest 3 rok z rzędu kiedy liczba bezrobotnych nam spada i to jest najlepszy wynik  od 1991 roku.;-0.1296833753585815;-0.1296833753585815;18.0;16.0;0.0;1.0;0.1111111111111111;0.0555555555555555;0.2777777777777778;-1.8942534;10.372559;11.412959;16.044168;6.5824094
Prawda;W Polsce tych policzonych osób bezdomnych mamy ok. 36 tys.;-0.0297625344246625;-0.1893598586320877;10.0;10.0;1.0;1.0;0.1;0.0;0.2;-1.460296;11.426648;10.000109;15.065326;6.99711
Prawda;W łańcuchu całej polityki prorodzinnej, której początek dał Władysław Kosiniak-Kamysz, uznaliśmy, że kolejnym ogniwem będzie 500+ i jako jedyna partia opozycyjna poparliśmy ten program.;-0.0089954901486635;-0.0089954901486635;26.0;26.0;3.0;1.0;0.2307692307692307;0.0;0.2692307692307692;0.01312256;10.9405575;10.810923;17.949095;4.4847283
Fałsz;Dlaczego chcecie zniszczyć ponad 6 tys. placówek oświatowych w Polsce, gdzie dziś ma pracę ponad 100 tys. nauczycieli?;-0.0089954901486635;-0.0089954901486635;16.0;16.0;2.0;1.0;0.0625;0.1875;0.25;-1.1335955;11.511439;10.326814;15.1536255;6.9810586
Prawda;Profesor Herczyński, na którego badania czy artykuł pani Anna Zalewska –  przyp. Demagog się powołuje, argumentując konieczność likwidacji gimnazjów, mówi wprost: Nikt mnie o zdanie nie pytał. A na pytanie dziennikarki, czy należy likwidować gimnazja, odpowiada twardo: Nie.;0.0053305132314562;-0.2045129314064979;35.0;34.0;5.0;2.0;0.0571428571428571;0.1142857142857142;0.3142857142857143;0.07894765;10.765087;10.27875;18.25858;4.792254
Fałsz;Zostało 2080 samodzielnych gimnazjów.;-0.0619127638638019;-0.0619127638638019;4.0;4.0;1.0;0.0;0.25;0.0;0.0;-0.6973723;11.473077;10.0331135;14.954279;6.9944186
Fałsz;Raporty NIK są bezlitosne, bo 1/3 gimbusów nie powinna wyjechać, żeby transportować, żeby uczestniczyć w dowożeniu dzieci.;-0.2503699064254761;-0.2898983657360077;15.0;15.0;4.0;1.0;0.0666666666666666;0.0;0.2666666666666666;-0.09072699;11.145985;9.568115;17.007294;5.7483726
Prawda;80% rodziców zdecydowało, że dziecko uczy się w przedszkolu sześciolatków w tym roku szkolnym.;-0.0089954901486635;-0.0089954901486635;14.0;14.0;2.0;0.0;0.0714285714285714;0.0714285714285714;0.2142857142857142;-1.1037867;11.625629;9.482057;16.106995;6.5885067
Fałsz;Nie wiem, czy państwo wiedzą, ale polski uczeń jest ostatni w Europie, jeżeli mierzymy jego przychylność wobec szkoły i jej akceptację.;-0.1106937900185585;-0.1106937900185585;21.0;20.0;1.0;2.0;0.1428571428571428;0.0;0.1428571428571428;-0.89003575;11.027654;10.018335;17.695696;4.7633615
Prawda;Większość gimnazjów jest w zespołach szkół.;-0.0063996012322604;-0.0063996012322604;6.0;6.0;2.0;0.0;0.0;0.0;0.3333333333333333;-0.6888801;11.527402;9.946544;14.975718;6.9041767
Prawda;Pamiętam, że kilka lat temu walczyliśmy o bibliotekę, żeby w ogóle została w szkole.;-0.1858014464378357;-0.1858014464378357;13.0;13.0;2.0;0.0;0.1538461538461538;0.0;0.2307692307692307;-0.6938013;10.61139;10.774802;17.716192;5.3660107
Prawda;Ta zmiana ma wzmocnić małą szkołę, prawie 30% szkół liczy około 70 uczniów.;-0.10970239341259;-0.10970239341259;14.0;14.0;1.0;0.0;0.0714285714285714;0.0;0.2142857142857142;-0.63105583;11.116345;10.43078;15.36011;7.090124
Manipulacja;Konrad Piasecki: Marszałek Stanisław Tyszka w swoim radykalizmie jest również antypisowski.;0.0212752185761928;0.0212752185761928;11.0;11.0;1.0;2.0;0.0909090909090909;0.0;0.0909090909090909;0.6953332;10.350311;10.269581;18.12873;4.927258
Prawda;Jeśli jak Pan spojrzy jak to wyglądało 20 lat temu, na jednego emeryta przypadało około 5 osób w wieku produkcyjnym, w tym momencie ... na jednego emeryta przypadają 3 osoby pracujące.;-0.0873854756355285;-0.2062270566821098;25.0;25.0;2.0;0.0;0.12;0.0;0.44;-2.0541184;11.246837;10.701025;16.078203;6.464262
Prawda;U nas dopłata roczna do zakładu ubezpieczeń wynosi rocznie około 40 mld złotych.;-0.0089954901486635;-0.0089954901486635;13.0;13.0;0.0;0.0;0.0769230769230769;0.0769230769230769;0.3076923076923077;-1.1361138;11.6094265;11.876096;15.675572;6.4610214
Fałsz;Ponad 1⁄3 klubu Kukiz’15 głosowała za utrzymaniem pani minister Anny Zalewskiej;-0.0653164312243461;-0.0653164312243461;11.0;11.0;0.0;2.0;0.1818181818181818;0.0;0.3636363636363636;0.35822818;10.592816;10.813564;18.766026;4.7024407
Fałsz;Polska nie jest Zjednoczonym Królestwem Wielkiej Brytanii i Irlandii Północnej, gdzie są wręcz formalnoprawne wymogi i nakazy, żeby poseł, który występuje z partii, złożył mandat. Mniej więcej rok temu członek Izby Gmin, parlamentarzysta Partii Konserwatywnej, odszedł do UKIP i wówczas odbyły się natychmiast wybory w jego okręgu, które zresztą wygrał.;-0.0089954901486635;-0.0166547298431396;48.0;47.0;4.0;7.0;0.1458333333333333;0.1041666666666666;0.3125;0.038424652;10.54119;10.62811;18.796463;5.049413
Fałsz;W tym pośpiechu, w głosowaniu blokowym, odrzucono nawet te poprawki, które miały pozytywną rekomendację komisji budżetowej, a więc pozytywną rekomendację większości parlamentarnej.;-0.0875546634197235;-0.0875546634197235;20.0;18.0;3.0;0.0;0.2;0.15;0.35;-0.046344373;11.093132;10.7893505;18.829187;4.6163073
Prawda;On Przegląd Emerytalny zawiera takie rekomendacje i to są uwagi nie kategorycznie rozstrzygające wprowadzenie pewnych rozwiązań. Jeżeli mówimy o tym 15-letnim okresie składkowym, to zwracam uwagę, że tam też jest mowa o 5-letnim okresie składkowym i takiej wysokości składek, która pozwoliłaby na to, by emerytury które są wypłacane nie były niższe niż co najmniej 1⁄3 najniższego świadczenia emerytalnego.;-0.1063957884907722;-0.1832926422357559;52.0;48.0;9.0;2.0;0.25;0.0576923076923076;0.3076923076923077;-1.2801762;11.922732;11.029762;17.640543;5.3166227
Prawda;500 mln w prezencie dla Czartoryskich! Kolekcja była niesprzedawalna, a fundacja miała statutowy obowiązek udostępniać obrazy publiczności. pic.twitter.com/TvSVdoOIL1;0.140761986374855;0.0695898458361625;18.0;18.0;3.0;1.0;0.2222222222222222;0.0;0.2777777777777778;0.101861015;10.911661;10.208679;16.679537;5.689077
Prawda;Pamiętajmy co oznaczała finlandyzacja. Oznaczała neutralność wojskową ale też możliwość przystępowania do ekonomicznej integracji z zachodem.;-0.0334977842867374;-0.0706817815080285;16.0;15.0;5.0;0.0;0.0625;0.0;0.5;0.028038569;10.384995;9.8095665;16.864933;5.058547
