assestment;text
Prawda;Ile stron rocznie ustaw i rozporządzeń zostało wydanych? W 2015 r. – prawie 30 tys., 29 500, wszystkich stron. W 2018 r. będzie to ok. 14 tys. stron, czyli o ponad 50% mniej.
Prawda;Drodzy rolnicy, pamiętacie suszę 2015 r. Przypomnijcie sobie, ile wtedy państwo przeznaczyło na rekompensaty. 450 mln zł. A my na rekompensatę strat z tytułu tej suszy, tegorocznej, przeznaczyliśmy 2,3 mld zł.
Prawda;ABW do dziś nie opublikowało jawnych raportów ze swej działalności za lata 2016 i 2017, co w latach 2009–14 było normą.
Prawda;W eurowyborach próg dla koalicji jest zwykły, czyli 5%. To w wyborach krajowych (…) jest 8%.
Prawda;Według opublikowanych przez Komisję Europejską danych, które dotyczą II kwartału 2018 r., jednostkowy koszt energii elektrycznej dostarczanej do gospodarstw domowych kształtował się następująco: w Polsce – 620 zł za 1 MWh, w Niemczech – ok. 1300 zł za 1 MWh, a w Wielkiej Brytanii – ok. 830 zł za 1 MWh.
Fałsz;Kiedy Platforma Obywatelska oddawała władzę prokuratura cieszyła się najniższym zaufaniem od ponad dekady.
Prawda;Mamy zbyt niską dzietność. Polska jest w ogonie nie tylko Europy, ale i świata, zajmujemy 216. miejsce w świecie jeśli chodzi o ten wskaźnik.
Fałsz;Krajowa Rada Sądownictwa w ciągu 25 lat miała w swoim składzie dwóch sędziów sądów rejonowych, a ich jest najwięcej.
Prawda;Obecność polską [w Syrii] wycofał jeden z moich poprzedników. Polska była na wzgórzach Golan, mieliśmy kilkuset naszych żołnierzy którzy uczestniczyli w operacji pokojowej ONZ.
Prawda;Ponad 40 tys. osób rocznie umiera w Polsce z powodu smogu.
Prawda;Polska jest na końcu statystyk europejskich jeżeli chodzi o czytanie książek.
Fałsz;Mamy bardzo dobrą sytuację, najniższe bezrobocie od 26 lat.
Prawda;My (Nowoczesna) złożyliśmy poprawkę do ustawy o komisji śledczej, żeby komisja śledcza rzeczywiście miała szansę wyjaśnić pewne kwestie dotyczące rządzących.
Manipulacja;Przez trzy lata PiS blokował możliwość przejęcia przez KNF nadzoru nad SKOK-ami. Robił to śp. Lech Kaczyński, odsyłając do Trybunału Konstytucyjnego ustawę, którą my (PO – przyp. Demagog) przyjęliśmy w Sejmie w 2008 roku, a pomagał mu, pisząc opinie prawne, Andrzej Duda.
Manipulacja;Pamiętam expose Tuska z 2011 r. Mówił wtedy, że nie będzie klękał przed biskupami, że zlikwiduje fundusz kościelny.
Prawda;Posiedzenie Sejmu, 5.12.2018
Prawda;Byłem najdłużej urzędującym ministrem obrony po 89 roku.
Manipulacja;Po wybuchu afery hazardowej pierwszą zdymisjonowaną osobą był szef CBA, który tę aferę wykrył.
Prawda;Trzeba spojrzeć na to, że pierwotny plan, koszty świadczeń NFZ-u, na 2018 r. wynosił 78,6 mld. Aktualny jest o prawie 3 mld większy, jest to 81,5 mld zł.
Prawda;2015 rok – 4,9 mln ton (węgla importowanego z Rosji). 2016 – 5,2 mln. 2017 – 8,7 mln ton. Do czerwca 2018 r. aż 6,4 mln ton. To znaczy, że rzeczywiście jest ogromny wzrost.
Prawda;Jest siedmiu prezydentów z legitymacją SLD w skali kraju i to jest drugi wynik w skali kraju. Platforma dwudziestu dwóch, my siedmiu, PiS pięciu, PSL dwóch i Kukiz jeden.
Prawda;W przypadku afery GetBack mamy 10 tysięcy poszkodowanych. 
Prawda;Groźba niewypełnienia celu w zakresie odnawialnych źródeł energii (OZE) w finalnym zużyciu jest realna. Bo mamy do czynienia z malejącym udziałem zielonej energii. W 2016 r. przekroczył on zaledwie próg 11 proc. i był najniższy od 2013 r.
Manipulacja;We Francji czy Niemczech niemożliwa jest koncentracja kapitału obcego w mediach
Manipulacja;W roku 2018 wskaźnik zagrożenia ubóstwem lub wykluczeniem społecznym – to są dane unijne i GUS-owskie – spadł do poziomu 19,5%, a wynosił 21,9% w roku 2017.
Prawda;Z tytułu wprowadzenia podatku bankowego do budżetu państwa wpada o 4,5 mld zł dodatkowych pieniędzy.
Prawda;Przypomnijmy, że premier Beata Szydło obiecała w 2015 roku powrót do niższych stawek VAT
Prawda;Wiecie, jak rośnie liczba odmów szczepionek? 13 tys. – w 2014 r., 17 tys. – w 2015 r., 23 tys. – w 2016 r., 30 tys. osób nie zaszczepiło dzieci w 2017 r.
Manipulacja;W ub. r. budżet 4 kancelarii (PAD, PMM, Sejmu i Senatu) przekroczył miliard.
Prawda;Ona (Ustawa o wspieraniu przemysłu stoczniowego i przemysłów komplementarnych) zakłada zerowy podatek VAT na przebudowy, remonty, (…) budowy statków w polskich stoczniach.
Prawda;Patrzymy do ostatniego raportu NIKu. 100 spółek skarbu państwa nie ma szans rozwojowych. Czytaj: jest w bardzo trudnej sytuacji.
Prawda;Zgodnie z badaniami Instytutu Badań Strukturalnych ok. 12% mieszkańców Polski jest dotkniętych ubóstwem energetycznym.
Fałsz;Komisje śledcze zostały wprowadzone do ustroju państwowego w 2000 roku z inicjatywy ówczesnego posła Marka Jurka i na okoliczność spraw, w których państwo nie zadziałało, np. nie poradziło sobie z jakąś aferą.
Prawda;Uzyskiwanie zgody na manifestację w Polsce nie jest niezbędne.
Prawda;Marsz Niepodległości jest zgłoszony przez Stowarzyszenie Marsz Niepodległości jako zgromadzenie cykliczne do roku 2020 włącznie.
Prawda;Współpraca handlowa pomiędzy stroną polską a czeską jest bardzo dobra. Cała grupa #V4 jest największym partnerem handlowym Niemiec.
Nieweryfikowalne;W październiku 2018 r. UOKiK przedstawił wyniki wycinkowe badań produktów (…) żywnościowych, z których wynika, że (…) produkty żywnościowe gorszej jakości przeznaczają koncerny na rynki Europy Wschodniej.
Prawda;Żadna brygada ONR-u nie ma w Polsce najmniejszego znaczenia politycznego. To margines marginesów, znacznie mniejszy niż w krajach ościennych.
Prawda;Wg PIS w miastach mieszka 15% ludności Polski. Chyba mylą im się  procenty z milionami. W 107 miastach prezydenckich mieszka 15 mln osób, co stanowi 39% ludności. We wszystkich miastach mieszka ponad 60%  ludności Polski.
Prawda;W Gdańsku budujemy w tej chwili nową szkołę w Gdańsku Południu.
Manipulacja;Cena energia cieplnej jest ustalana od samego początku przez Urząd Regulacji Energetyki, czyli organ rządowy.
Prawda;Kamerki wprowadziliście [PiS – nową ustawą o wyborach samorządowych], które potem musieliście usunąć, bo nie znacie przepisów UE.
Manipulacja;Gdyby wierzyć sondażom, nie byłoby mnie w drugiej turze.
Nieweryfikowalne;Jeżeli chodzi o ścieżki rowerowe (…) w 2014 siedem kilometrów, w 2016 dziewięć kilometrów, w 2017 siedem kilometrów.  
Prawda;Jeżeli chodzi o te parkingi Park&Ride to w zasadzie stan jest wysoce niezadowalający. Na dzień dzisiejszy cztery. Piąty na Lipskiej oddawany. 
Prawda;Prawda jest jednak taka, że wiele z nich [planów zagospodarowania przestrzennego] zostało unieważnionych w całości, bądź punktowo, przez sądy administracyjne. Takich przykładów jest mnóstwo, zaś najczęstszą przyczyną stwierdzenia nieważności były błędy proceduralne władz miasta, jak również niezgodność miejscowego planu z ustaleniami studium. Przykłady planów miejscowych unieważnionych w całości to m.in. Małe Błonia, Piastowska, czy Młynówka Królewska.
Prawda;Miejscowy plan zagospodarowania [obejmujący teren byłego Wojewódzkiego Szpitala Okulistycznego w Witkowicach] pozwala na takie przeznaczenie. (…) Aby tam powstał dom dziennego pobytu dla osób starszych. 
Prawda;Jest 0,5% terenów Krakowa, gdzie nie ma kanalizacji.
Prawda;To jest kwestia budowy ścieżek rowerowych. W tej chwili mamy około 230 kilometrów. 
Prawda;W ramach stowarzyszenia Metropolia Krakowska załatwiamy w ten sposób, że mają przekazane 80 mln zł właśnie na działalność likwidacyjną pieców. 
Prawda;Złożyliśmy wniosek o dofinansowanie mostu na Wyspę Sobieszewską, rząd pani Szydło to podtrzymał i dostaliśmy 50 procent dofinansowania.
Prawda;Drodzy gdańszczanie! Już od lipca Wasze dzieci jeżdżą bezpłatnie autobusami i tramwajami w Gdańsku za darmo.
Manipulacja;Wczoraj przedstawiłem listę 50 profesorów, którzy popierają moją kandydaturę. Razem mamy wspólną wizję Gdańska jako kluczowego ośrodka naukowego w Europie.
Prawda;Jest nas w naszej wspólnocie mazowieckiej 5 milionów 360 tys. obywateli.
Prawda;(…) już 3 raz z rzędu w 3 kadencji już otrzymałem najlepszy wynik w kraju. Tym razem to jest 77 tysięcy głosów.
Prawda;(…) cztery lata temu my [PSL – przyp. red.] mieliśmy 16 mandatów, PO – 15 [w sejmiku woj. mazowieckiego – przyp. red.]. Układ w zarządzie województwa był 3:2 na korzyść PO.
Manipulacja;Oddano 1 strzelnicę z zapowiadanych przez Macierewicza 380.
Prawda;Błonia są wpisane do rejestru zabytków. O czym mało osób wie. 
Prawda;W samorządowych placówkach oświatowych mamy w sumie ponad 4100 kamer.
Prawda;Jeśli spojrzymy znowuż na te sondaże poprzedzające wczorajszy akt wyborczy, czyli 92% gdańszczan zadowolonych z życia w Gdańsku (…), to ten wynik głosowania jest jakby potwierdzeniem.
Prawda;Ponad 130 dni w roku w Krakowie są przekroczone normy powietrza.
Prawda;W ciągu ostatnich lat zlikwidowano 22 tysiące pieców, zostało do likwidacji 4 tysiące.
Manipulacja;Jest to jedno obok Warszawy miasto, które się nie wyludnia, a wręcz przeciwnie, gdzie przybywa mieszkańców. 
Nieweryfikowalne;Trzeba robić kontrole samochodów pod kątem tego co się wydostaje z rur wydechowych. W Krakowie w ciągu roku jest mniej niż w Warszawie w ciągu jednego dnia. 
Prawda; Maksymalna stawka to 9,99 według nowej ustawy [za parkowanie w centrum miasta]. W związku z tym wszystko się zgadza się z moim programem. 
Prawda;Turyści zostawiają w Krakowie rocznie 5,5 mld zł.
Manipulacja;Problem polega na tym, że wszystkie sprawy są zaskarżone w sądzie. (…) Sąd miał się w tych sprawach wypowiedzieć w czerwcu. Tylko Patryk Jaki zakwestionował wszystkie składy sędziowskie.
Prawda;Większość warszawiaków dobrze ocenia prezydenturę Hanny Gronkiewicz-Waltz
Prawda;Jak PiS rządził w Warszawie, nie wybudował ani jednego żłobka (…).
Manipulacja;(…) myśmy [PO w Warszawie – przyp. red.] ich [żłobków – przyp. red.] wybudowali 37.
Prawda;Z danych, które udało nam się uzyskać, ponad 28 mln zł – tyle wynosi zadłużenie czynszowe Warszawy.
Prawda;[W Warszawie – przyp. red.] tyleż samo jest mniej więcej [5 tys. – przyp. red.] oczekujących na przydział lokalu komunalnego.
Fałsz;Dzisiaj mamy około 100 tys. mieszkań [w Warszawie – przyp. red.] niepodłączonych do instalacji ciepłowniczej.
Nieweryfikowalne;Ponad 100 tys. ludzi [w Warszawie – przyp. red.] nie ma (…) ciepłej wody (…).
Prawda;Ponad 100 tys. ludzi [w Warszawie – przyp. red.] nie ma kanalizacji (…).
Prawda;(…) pustostanów w Warszawie jest 9 tysięcy.
Fałsz;[W Warszawie – przyp. red.] jest 5 tys. pustostanów (…).
Fałsz;W Warszawie mamo obecnie około 5 tysięcy pustostanów (…).
Fałsz;W Warszawie w ostatnich dwudziestukilku latach zbudowano 250 tys. mieszkań.
Fałsz;[W tej chwili mamy w Warszawie – przyp. red.] sześć… cztery… pięć [mostów – przyp. red.], no jest jeden w budowie.
Fałsz;Krakowiacy żyją najdłużej w całej Polsce.
Manipulacja;Pani Hanna Gronkiewicz-Waltz zleciła kilka lat temu badania nad długowiecznością warszawiaków w poszczególnych dzielnicach. Z tych badań wynika, że na Pradze Północ mężczyzna ma szansę pożyć 16 lat krócej niż w dzielnicy Wilanów.
Fałsz;Koszt utrzymania [stołecznych – przyp. red.] urzędników, ich samych pensji, to jest koszt 2,5 mld zł.
Manipulacja;Jestem jedynym radnym z tego całego towarzystwa [kandydatów na prezydenta Warszawy – przyp.red.], jako jedyny się zajmowałem Warszawą od wielu, wielu lat.
Fałsz;Co czwarty radny Rady [m.st. Warszawy – przyp. red.] jest milionerem.
Prawda;Również nie będzie zwiększany podatek od nieruchomości, to co robi nieustannie przewodniczący Żuk.
Prawda;Zwolniliśmy z opłat dzieci ze szkół podstawowych i gimnazjów.
Prawda;Od kilku lat bardzo intensywnie debatowaliśmy (nt. Zalewu Zemborzyckiego) z naukowcami, co zrobić(…). W roku ubiegłym (…) większość naukowców wypowiedziała się za zdjęciem tzw. namułu (…), w którym są zarodniki sinic”.
Prawda;Wtedy (w 2015 r.) zdobyłam trochę więcej (…) to było 2200 (głosów).
Prawda;Uchwała lokalizacyjna w trybie tzw. specustawy mieszkaniowej wymaga zgody Rady Miasta. Lokalizacja musi być zgodna ze studium, które przyjmuje Rada Miasta. Inwestor musi przedstawić pełną koncepcję urbanistyczno – architektoniczną, spełniając standardy urbanistyczne zawarte w ustawie. Zarówno Studium, jak i standardy określa Rada Miasta.
Prawda;Jeden z moich kontrkandydatów stwierdził dziś, że na Aqua Lublin rocznie chodzi „około 30 tys. mieszkańców”. Nie wie? Kłamie? Tylko w tym roku w Aqua było ponad 300 tys. osób. Wynik finansowy Aqua Lublin za 2017: 1 276 117 zł.
Prawda;Nie może być tak, że córka radnej miejskiej Marty Wcisło bez żadnego konkursu zostaje mianowana wiceprezesem jednej ze spółek-córek spółki miejskiej
Prawda;Jeśli chodzi o czas spędzony w korkach, Lublin też nie wypada dobrze. Wprawdzie Warszawa to 41 min dziennie, Łódź 46, Kraków 34, ale Lublin to 37
Prawda;Na same odsetki (od długu miasta) wydajemy rocznie 35 mln zł.
Fałsz;My korzystamy z funduszy europejskich na realizację tzw. zintegrowanego transportu zbiorowego. Nie na budowę dróg.
Fałsz;Mamy ich blisko 60% [przedsiębiorców łódzkich]. To są jednoosobowe działalności gospodarcze.
Fałsz;Cały olbrzymi proces rewitalizacji, to przeszło 5 mld złotych, które zrealizujemy w najbliższej perspektywie 3 lat.
Prawda;Nie udało się wprowadzić mojej uchwały o pierwszym planie rozwoju osiedla „Wschód Śródmieścia”, gdy jednocześnie wydaje się bez mrugnięcia okiem prawie 85 mln na podziemną drogę.
Fałsz;
Manipulacja;Jest część wynagrodzenia [nauczycieli], część dodatków, które są finansowane ze środków samorządu.
Prawda;Po 1989 roku w zasadzie nie udało nam się w wyborach samorządowych takiej frekwencji (60% – przyp. Demagog) uzyskać
Manipulacja;Chcę tylko podkreślić, że już raz głosowanie nad in vitro we Wrocławiu było. Obecni radni albo byli przeciwko, albo uciekali od głosu
Fałsz;W 4,5 miliardowym budżecie Wrocławia ponad 1 mld 300 mln to są wydatki na wrocławską edukację.
Fałsz;Dzisiaj we Wrocławiu jest ponad 4 tysiące organizacji pozarządowych.
Fałsz;W 2007 roku został taki program (rewitalizacji 100 kamienic rocznie) zapowiedziany, udało się tylko 127 kamienic zrewitalizować
Fałsz;We Wrocławiu jest 130 tys. studentów.
Fałsz;Mamy najwięcej powierzchni galerii handlowej na mieszkańca w całej Polsce.
Fałsz;Stoimy około 6 godzin w tygodniu w korkach
Prawda;Gdy jeszcze byłem radnym miasta domagałem się, by przed strefą płatnego parkowania powstały bezpłatne parkingi.
Prawda;Wiele moich pomysłów z poprzednich kampanii zostało spełnionych (…) na przykład ta izba wytrzeźwień, która teraz inaczej się nazywa.
Manipulacja;W tym roku (…) nie udało się za pierwszym razem podpisać umów na odbiór i zagospodarowanie odpadów.
Prawda;Kobiety stanowią 54% populacji Lublina, czyli mieszkańców Lublina.
Prawda;Kto rządzi Lublinem? (…) 6 jednoosobowych spółek miasta Lublin (jest zarządzanych przez) 6 prezesów, w tym 0 kobiet, 5 wiceprezesów, w tym 0 kobiet.
Nieweryfikowalne;W wyborach w 2014 roku dostałem ponad 4300 głosów, gdy startowałem do RM Lublin. To był największy wynik w historii samorządu Lublina. Rok później, do Sejmu, dostałem 17,5 tys. głosów, co było trzecim wynikiem na liście, mimo że startowałem dopiero z 10. pozycji.
Nieweryfikowalne;Dzisiaj już w tej chwili na naszym portalu można znaleźć około kilkuset wolnych miejsc pracy.
Manipulacja;Spółki miejskie przynoszą ogromne straty, np MPK, której straty wynoszą 27 mln zł a zobowiązania, które nie są zdefiniowane – aż 140 mln zł.
Prawda;W zeszłym roku Lublin był na dziesiątym miejscu w zadłużeniu liczonym na mieszkańca spośród wszystkich gmin w Polsce. W tym roku jest już na 9 miejscu, bo gmina Ostrowice z województwa zachodniopomorskiego, która była na pierwszym miejscu zbankrutowała i jest likwidowana
Prawda;Astronomiczne zadłużenie (miasta) wynosi 1,48 miliarda złotych.
Prawda;Będzie na Szadółkach budowana spalarnia odpadów.
Fałsz;Jeżeli chodzi o mieszkania komunalne, to ilość ich cyklicznie spada. W 2009 roku to było około 26 tys. mieszkań komunalnych i socjalnych. W tej chwili jest to około 15 tys. W kolejce stoi ponad 4 tys. osób.
Fałsz;Prawie 40% szkół w Gdańsku to placówki niepubliczne.
Prawda;W Gdańsku brakuje około 80 kierowców w autobusach.
Fałsz;Na początku tego roku nagle kilkudziesięciu kierowców odeszło z tej firmy [GAiT].
Nieweryfikowalne;W trakcie 20 lat pozyskaliśmy ponad 130 tys. nowych podatników PIT.
Prawda;PiS chce też zabrać siedzibę Polskiej Agencji Kosmicznej. Przecież to rządy PO i PSL powołały tę jednostkę. Ustanowiliśmy, że ona ma być w Gdańsku.
Prawda;Liczba hoteli wzrosła w ciągu ostatnich 15 lat czterokrotnie.
Prawda;W Poznaniu mamy jednego prezydenta i czterech zastępców, sami panowie. A jedną z obietnic Jacka Jaśkowiaka była kobieta wiceprezydentka.
Fałsz;Miał on [buspas na Garbarach – przyp. Demagog] służyć poznaniakom poruszającym się komunikacją miejską. Na skutek interwencji radnych PO skrócono go do 1/6 pierwotnej długości,
Fałsz;Wskaźniki dochodu na mieszkańca mamy bardzo wysokie. Jesteśmy po mazowieckim, na drugim miejscu w Polsce. 
Fałsz;Chyba w zeszłym roku została uchwalona polityka mieszkaniowa przez Radę Miasta. Nie ma tam próby odpowiedzi ile mieszkań w jakim czasie miasto potrzebuje.
Nieweryfikowalne;Z 1600 do 850 zmniejszyła się zaś liczba osób oczekujących na te mieszkania.
Prawda;Przypomnę, że za moich rządów w ZKZL z 450 do 1250 zwiększyła się liczba lokali socjalnych. 
Nieweryfikowalne;Mamy ponad 2200 wniosków o pomoc mieszkaniową rocznie.
Nieweryfikowalne;To co jest odczuwalne dla mieszkańców, to liczba mieszkań [komunalnych – przyp. Demagog], które możemy im zaproponować. Przed 2015 przydzielano ich od kilkunastu do 40, a w 2016 r. 350, z kolei rok później 580.
Fałsz;Wybudowaliśmy więcej mieszkań komunalnych niż za całej prezydentury Ryszarda Grobelnego
Prawda;Ogromnym błędem było wyzbycie się przez miasto, za prezydentury pana Grobelnego, około 11 tys. lokali komunalnych. A za prezydentury pana Jaśkowiaka wybudowanie zamiast 4 tys. mieszkań tylko ok. 250 lokali.
Prawda;80 proc. poznaniaków to wierzący katolicy.
Fałsz;Mieli budować tysiąc mieszkań komunalnych rocznie, jest niecałe czterysta. Łącznie.
Fałsz;Za 20 lat, połowa poznaniaków przekroczy wiek 60 lat
Fałsz;Liczba wypożyczeń roweru miejskiego: w 2015 – 100 tys., 2016 – 350 tys., 2017 – milion.
Manipulacja;Na remonty torowisk przeznaczyliśmy 84 mln złotych w ciągu mojej kadencji, dla przykładu wcześniej za Ryszarda Grobelnego to były 3 mln złotych.
Nieweryfikowalne;Po zakupie 50 nowych tramwajów, które od października tego roku zaczną wjeżdżać na tory będziemy mieli najnowocześniejszy transport jeśli chodzi o tramwaje w Polsce. Będziemy mieli udział tramwajów niskopodłogowych na poziomie 80%, w stosunku na przykład do Łodzi 14% czy Krakowa 44%.
Manipulacja;Ujemne saldo migracji po raz pierwszy zeszło do poziomu poniżej 2 tysięcy.
Prawda;Wpływy z PITu nie maleją, one w ciągu 4 lat wzrosły z 750 mln złotych do ponad miliarda.
Nieweryfikowalne;Chce Pan wmówić mieszkańcom, że szkoły i przedszkola objęte są monitoringiem? Przecież to nieprawda, poniższe zestawienie mówi samo za siebie:
Prawda;Kraków zdobył pierwsze miejsce w rankingu samorządów, które inwestowały najwięcej w latach 2015-2017. W kategorii miast wojewódzkich wyprzedził m.in. Poznań, Rzeszów i Toruń.
Fałsz; Prawie 100 tysięcy osób pracuje w Krakowie w branży outsourcingu.
Nieweryfikowalne;W ciągu roku w Warszawie wyszlifowano 10x więcej torów niż w ciągu ostatnich 10 lat w Krakowie.  Czyli to jest stosunek 100 do 1. 
Prawda;Cały budżet na sport w Krakowie to 170 mln zł rocznie. 
Fałsz;Nie wiem jaki będzie teraz deficyt, ale w tamtym roku brakowało 100 mln zł.
Prawda; Sama obsługa długu miasta w Krakowie to jest kwota wielkości rzędu  100 mln zł rocznie, same odsetki. 
Prawda;10% osób pracujących w mieście pracuje w branży turystycznej, a nie do wyliczenia jest to, jak dużo miejsc pracy poza tą branżą zależne jest od ruchu turystycznego.
Fałsz;My sobie (z reformą edukacji) poradziliśmy wydając przy tym dodatkowo 100 milionów złotych wcześniej niezaplanowanych środków finansowych.
Prawda;W 2017 roku podłączono we Wrocławiu (do sieci ciepłowniczej) tylko 2 kamienice.
Prawda;Trzeba przypomnieć, że mieszkańcy Wrocławia tytułem zaległych opłat za mieszkania komunalne są winni Wrocławiowi około 0,5 mld złotych
Manipulacja;Obecnie mamy bardzo małą średnią, jeśli chodzi o przesył, jest to dwadzieścia parę na godzinę auta się poruszają po Wrocławiu, jest to jedna z najmniejszych prędkości, jeśli chodzi o Polskę.
Prawda;W małych miastach niemieckich, 200, 300 tysięcznych, jest metro.
Prawda;Głównym problemem jest to, że jesteśmy skoncentrowani na piłce nożnej. To jedyna dziedzina sportu, w którą zainwestowano z pieniędzy publicznych ponad 100 mln zł
Fałsz;Fundacja Batorego, zresztą w efekcie moich wypowiedzi, jakiś czas temu zrobiła taki raport, z którego wynika, że na 37 radnych, 20 jest albo zatrudnionych wprost albo pośrednio przez urzędy albo przez placówki podlegające prezydentowi Dutkiewiczowi
Nieweryfikowalne;Miasto płaci 600 tys. złotych kar za niewykonanie wyroku za dostarczenie mieszkania socjalnego w wyniku wyroku sądu dla pań z dziećmi, które powinny mieszkać osobno niż kaci, którzy mieszkają z nimi.
Prawda;We Wrocławiu na 1000 mieszkańców przypada aż 632 samochody.
Fałsz;Rocznie we Wrocławiu w wyniku wypadków drogowych ginie 11 osób, a ponad 100 zostaje ciężko rannych.
Fałsz;Obsługa długu (Wrocławia) to około 200 milionów
Fałsz;Wrocław ma 6 miliardów długu.
Prawda;W Warszawie [na sport – przyp. red.] wydaje się najmniej [w przeliczeniu na jednego – przyp. red.] mieszkańca spośród wszystkich miast wojewódzkich.
Prawda;[W rankingu miast wojewódzkich w Polsce pod względem średniego udziału wydatków na sport w wydatkach ogólnych miasta na lata 2015-2017 – przyp. red.] na ostatnim miejscu jest Warszawa, zaledwie ponad 1%.
Fałsz;Mamy w warszawie dwa kluby rugby: Skra i AZS AWF Warszawa.
Manipulacja;[Było to – przyp. red.] 460 mln wydanych przez miasto Warszawę na budowę stadionu [Legii – przyp. red.].
Manipulacja;Przedstawiciele tej partii [PiS – przyp. red.] w radzie miasta głosowali przeciwko rozbudowie tego stadionu [Legii – przy. red.].
Manipulacja;(…) wtedy [podczas budowy stadionu Legii, ITI – przy. red.] była to prywatna spółka, którą dofinansowano [ze środków miejskich – przy. red.] kwotą pół miliarda złotych.
Prawda;400 najlepszych sportowców w Warszawie jest sponsorowanych przez miasto [poprzez stypendia – przyp. red.]
Prawda;Warszawa wydaje 235 mln w tym budżecie na rekreację, sport i promocję turystyki.
Fałsz;Warszawa ma 17 mld z kawałkiem budżetu, z czego 4,5 [mld – przyp. red.] pochodzi jako zadania zlecone ze Skarbu Państwa.
Fałsz;Ze składowiska w Szadółkach odzyskiwane jest 20% gazu, zaś reszta trafia w eter lub dostaje się do gleby i w tej glebie się dalej przemieszcza, wywołując bliżej nieokreślone zagrożenia.
Prawda;W 2015 r. organizowałam w Gdańsku marsz przeciwko przyjmowaniu imigrantów i przyszło ok. 3 tys. osób. Na kontrmanifestację przyszło ok. 100 osób.
Manipulacja;Paweł Adamowicz najpierw wyśmiewał mój pomysł na nową oś komunikacyjną miasta [Gdańska – przyp. Demagog.] jako „nierealną”, a dzisiaj mówi, że w przyszłości być może zrealizuje dokładnie mój pomysł.
Manipulacja;Paweł Adamowicz (…) sam należał do partii aż do czasu, kiedy Platforma zdecydowała się z nim rozstać z uwagi na jego problemy z prawem.
Prawda;Pan prezydent mówił, że w Gdańsku wszystkie tramwaje są niskopodłogowe. Nic dziwnego, że pan prezydent nie wie, że to nieprawda.
Prawda;W lipcu i sierpniu (…) Odwiedziliśmy wszystkie dzielnice [Gdańska – przyp. red].
Prawda;Małe i średnie przedsiębiorstwa stanowią przecież 96% wszystkich podmiotów zarejestrowanych w Gdańsku.
Fałsz;[Obecna zasada finansowania gdańskiego transportu publicznego jest taka – przyp. Demagog], że połowa kosztów jest finansowana z biletów, a połowę dopłaca miasto.
Prawda;Przecież jeszcze w listopadzie 2017 r., w wywiadach i na spotkaniach, obiecywał (Paweł Adamowicz – przyp. Demagog) że poprze w Gdańsku kandydata zjednoczonej opozycji. W tej chwili ja jestem przedstawicielem PO i Nowoczesnej. Uzyskałem poparcie PSL, ruchów miejskich i wielu radnych dzielnicowych.
Prawda;Dzisiaj [24 września 2018] oddałem do użytku setne boisko przyszkolne.
Prawda;Jest w Gdańsku osób powyżej 60 roku życia 120 tysięcy.
Prawda;Uniwersytet zatrudnia 3,5 tys. pracowników, uczy około 30 tys. studentów, a budżet ma powyżej 1 mln na każdy dzień w roku.
Prawda;Z Warszawą trudno jest konkurować. 16 mld do 4 mld budżetu, to nie są te środki.
Fałsz;Mamy miliardowe inwestycje biznesu. Ja chciałam przypomnieć, 8 lat temu to praktycznie tych inwestycji nie było.
Manipulacja;Prezydent nie ma za bardzo nic do tego [do wycinki drzew w mieście].
Fałsz;Wszelkie inwestycje w Łodzi, remonty… Wszelkie właściwie inwestycje są dokonywane siłami firm pozałódzkich, łącznie z oświetleniem ulicy Piotrkowskiej etc.
Fałsz;Np. tzw. opłata adiacencka, to jest kolejny podatek, który miasto zabiera połowę wartości działki, jeśli ktoś sobie działkę podzieli na pół.
Manipulacja;Trzeba tu się zabrać przede wszystkim za taką spółkę jak np. łódzkie lotnisko, które rok w rok przynosi stratę 50 mln.
Fałsz;Ostatnie trzy lata przyniosły tego rodzaju wynik, że mamy gigantyczne zadłużenie, największe spośród dużych miast w Polsce.
Fałsz;Choćby w Zakładzie Wodociągów i Kanalizacji. Tam, pani redaktor, zarząd jest tak niewyobrażalnie rozrośnięty, że na pensje co miesiąc przeznaczane są kolosalne pieniądze. Prezes i wieloosobowy zarząd kosztują łodzian co miesiąc ponad sto tysięcy złotych! Sam prezes zarabia jakieś 25 tysięcy.
Manipulacja;Jeżeli walczyliśmy i zdobyliśmy 2 tys. podpisów lokalnych handlowców, kupców z Łodzi. Chcieliśmy otworzyć targowisko na Chojnach.
Fałsz;Uniwersytecki Szpital musi uzyskać kwotę prawie 400 mln, bo tak zobowiązał się, że włoży takie pieniądze w budowę nowej siedziby szpitala.
Nieweryfikowalne;Jeśli chodzi o plany [zagospodarowania przestrzennego]: zastałem miasto, które tylko w 0,9 procentach było pokryte planami. 
Prawda;W tej chwili mamy przykryty Kraków koło 60 procent planami.
Prawda;Chciałem przypomnieć, że mamy uzdrowisko Swoszowice i uzdrowisko Mateczny. Więc jesteśmy miastem, należymy do związku miast uzdrowisk.
Prawda;W ciągu ostatnich kilkunastu lat centrum miasta, Stare Miasto i Kazimierz się wyludniają.  
Prawda;W Krakowie mamy rzeczywiście ponad 12 mln turystów rocznie. 
Prawda;360 mln zł – na tyle teraz wyceniana jest ta działka 15 hektarowa przez dyrekcję szpitala [uniwersyteckiego].
Prawda;Mamy około 250 wójtów, burmistrzów, prezydentów z listy Polskiego Stronnictwa Ludowego.
